1850253867554074953	RinStef3	'#DeepFake Lying #Kamala. #McDonalds'	2024-10-26 19:11:12	deep fake lying kamala mc donalds	#DeepFake #Kamala #McDonalds
1850317985149231468	NadineAlcorn	'@AGENTW15 @SuzCrimi @am640 @KellyCutrara @CNN @MSNBC @realDonaldTrump Spent at least an hour on the phone with 90 yr old parents in law going on about Trumps flaws &amp; fears. No clue at all that #Kamala is much closer to #Satan Glaring example how broken our ‘news’ is. Might as well put up commie loudspeakers 🔊 https://t.co/RhnL1mzVKY https://t.co/Lvuoh9Uc0O'	2024-10-26 23:25:59	agentw suzcrimi kellycutrara cnn msnbc realdonaldtrump spent least hour phone yr old parents law going trumps flaws amp fears clue kamala much closer satan glaring example broken news might well put commie loudspeakers	#Kamala #Satan
1850318044964286873	Deancandoit	'#BeyonceForKamala what a joke, Beyoncé knows #Kamala ain’t gonna win anything. She’s not that good, now is Trump. America is heading towards the dark ages.'	2024-10-26 23:26:13	beyonce kamala joke beyonc knows aint gonna win anything shes good trump america heading towards dark ages	#BeyonceForKamala #Kamala
1850318095140757744	ChandletJeff	'For all #Democrats who vote for #KamalaHarris @KamalaHarris @VP #Kamala is evil!She wants power to control all Americans!She thinks it is funny that she had the power to sign and destroy peoples lives and laughs 🤬🤬#VoteTrump2024ToSaveAmerica #MichelleObama #Beyonce @KamalaHQ'	2024-10-26 23:26:25	democrats vote kamala harris kamalaharris vp evilshe wants power control americansshe thinks funny sign destroy peoples lives laughs trump save america michelle obama beyonce kamalahq	#Democrats #KamalaHarris #Kamala #VoteTrump2024ToSaveAmerica #MichelleObama #Beyonce
1850318483214520516	ewegryn	'@VP #Kamala wants a compromise on the #2ndAmendment. It’s NOT happening. She can’t even think straight. #RonaldReagan on the #Constitution https://t.co/PkHwt4zeP6'	2024-10-26 23:27:58	vp kamala wants compromise nd amendment happening cant even think straight ronald reagan constitution	#Kamala #2ndAmendment #RonaldReagan #Constitution
1850318585576739115	thomas_peele	'There WAS a major law enforcement screwup that led to the 2007 murder of journalist Chauncey Bailey. But it wasn't by #Kamala Harris as #Trump claims. It was by the Keystone cops of the Oakland police department. #OPD https://t.co/osOfDpEHRb'	2024-10-26 23:28:22	major law enforcement screwup led murder journalist chauncey bailey wasnt kamala harris trump claims keystone cops oakland police department p	#Kamala #Trump #OPD
1850318728170295361	r_trowers5	'#KamalaHarris #KamalaHarris2024 #Kamala #KamalaHarris4POTUS2024 #KamalaThreatToOurDemocracy Now that is a really bad fucking idea. But by all means, be our guest! https://t.co/NYeSB4XBkz'	2024-10-26 23:28:56	kamala harris p u threat democracy really bad fucking idea means guest	#KamalaHarris #KamalaHarris2024 #Kamala #KamalaHarris4POTUS2024 #KamalaThreatToOurDemocracy
1850318959654109601	n0rthernbelle75	'Notice how at every event #kamala loses control of the crowd? How would this woman protect our country??'	2024-10-26 23:29:51	notice every event kamala loses control crowd would woman protect country	#kamala
1850319124938776698	NavarroAlexes	'Holy smokes! #Kamala gets heckled, called a “piece of sh-t” and booed loudly by anti-war protestors at her Kalamazoo, MI #rally The joy is gone. https://t.co/2RI4vMgwra'	2024-10-26 23:30:31	holy smokes kamala gets heckled called piece sht booed loudly antiwar protestors kalamazoo mi rally joy gone	#Kamala #rally
1850319229746397455	DanielsEstaban	'@GeorgiaLogCabin The migrant invasion will bankrupt schools, hospitals, Medicare and Social Security. @BuckSexton @ClayTravis @TomiLahren @seanhannity @IngrahamAngle @dbongino @DineshDSouza #Trump2024 #Maga2024 #Kamala #KamalaHarris #KamalaHarris2024'	2024-10-26 23:30:56	georgialogcabin migrant invasion bankrupt schools hospitals medicare social security bucksexton claytravis tomilahren seanhannity ingrahamangle dbongino dineshdsouza trump maga kamala harris	#Trump2024 #Maga2024 #Kamala #KamalaHarris #KamalaHarris2024
1850319479198380088	Nikkijo86646961	'#hurricanehelenevictims #kamala https://t.co/Y903aC5VDk'	2024-10-26 23:31:55	hurricanehelenevictims kamala	#hurricanehelenevictims #kamala
1850319486764597364	NancyDi301258	'Un clásico la reina del technicolor María Montés oriunda de Barahona República Dominicana de ahí a Hollywood mujeres que triunfan murio en París Francia #ElClasico #Garime #Kámala #Kerime https://t.co/mnEQINIVLf'	2024-10-26 23:31:57	un clsico la reina del technicolor mara monts oriunda de barahona repblica dominicana ah hollywood mujeres que triunfan murio en pars francia el clasico garime k mala kerime	#ElClasico #Garime #Kámala #Kerime
1850319494159159504	chrislcloud1	'#DemocratsAreLiars #kamala'	2024-10-26 23:31:59	democrats liars kamala	#DemocratsAreLiars #kamala
1850319496076050724	sparkysgal7	'#kamala #trash https://t.co/ArDsviM13f'	2024-10-26 23:31:59	kamala trash	#kamala #trash
1850319574560096723	usstommy	'Hey #Harris supporters, if you're furious about being lied to regarding #Beyonce performing, wait to see how you feel when you realize #Kamala lied to you about the #economy, the #border, your #taxes, #crime... #MAGA #Trump #GoWokeGoBroke https://t.co/WcxuykKK4h'	2024-10-26 23:32:18	hey harris supporters youre furious lied regarding beyonce performing wait see feel realize kamala economy border taxes crime g trump go woke broke	#Harris #Beyonce #Kamala #economy #border #taxes #crime #MAGA #Trump #GoWokeGoBroke
1850319725085237464	donatovalentine	'@RealDrJaneRuby @harrisdemocrats Straight trash just like #Kamala just like all #Democrats , I used to be a democrat. #Trump2024'	2024-10-26 23:32:54	realdrjaneruby harrisdemocrats straight trash like kamala democrats used democrat trump	#Kamala #Democrats #Trump2024
1850319776339394892	AutoCarbine556	'@MrAndyNgo See? What other proof could you possibly need that #Kamala worked some sort of job?'	2024-10-26 23:33:06	mrandyngo see proof could possibly need kamala worked sort job	#Kamala
1850319945479127480	OnXDaily	'#Kamala @Beyonce #Scam #Scamala'	2024-10-26 23:33:46	kamala beyonce scam scamala	#Kamala #Scam #Scamala
1850320834818375759	ewegryn	'@VP @POTUS #Unacceptable. #Kamala wants you to pick up the tuition bill for others that made a BAD decision. #Marxism https://t.co/dhoWDIvPhs'	2024-10-26 23:37:18	vp potus unacceptable kamala wants pick tuition bill others made bad decision marxism	#Unacceptable #Kamala #Marxism
1850320888656249088	ewegryn	'#Unacceptable. #Kamala wants you to pick up the tuition bill for others that made a BAD decision. #Marxism'	2024-10-26 23:37:31	unacceptable kamala wants pick tuition bill others made bad decision marxism	#Unacceptable #Kamala #Marxism
1850320966058148249	ShashaDiego	'This is why #beyonce and #kamala linked.. they represent Satan and he is after the shed blood of innocent children. This is a mockery of Jesus and the blood of the lamb who was slain for us #abortionismurder'	2024-10-26 23:37:50	beyonce kamala linked represent satan shed blood innocent children mockery jesus lamb slain us abortionismurder	#beyonce #kamala #abortionismurder
1850321057334321582	stan_klatka	'#re #did #kamala https://t.co/YWoWOO3Zt8 #AmericasBestPicsAndVideos'	2024-10-26 23:38:12	kamala americas best pics videos	#re #did #kamala #AmericasBestPicsAndVideos
1850321077559267712	JimmyBoonen	'@BrentScher @KamalaHarris I feel there is a small chance of the following happening: 1. Team #Kamala know they will lose. 2. Team #Kamala claims #Trump will weaponize the DoJ against them (even though they are doing it themselves and #Trump never did that in 2016-2020). 3. Team #Kamala goes to extreme'	2024-10-26 23:38:16	brentscher kamalaharris feel small chance following happening team kamala know lose claims trump weaponize doj even though never goes extreme	#Kamala #Kamala #Trump #Trump #Kamala
1850321173843763559	glenntuyt	'The #Democrats' new tactic: drawing crowds with celebs. While #Trump mingles directly with the public, #Kamala relies on elite support, from birthday parties with Stevie Wonder to speeches by Beyonce. Is this really the way to connect with #Americans? #DonaldTrump 2/2'	2024-10-26 23:38:39	democrats new tactic drawing crowds celebs trump mingles directly public kamala relies elite support birthday parties stevie wonder speeches beyonce really way connect americans donald	#Democrats #Trump #Kamala #Americans #DonaldTrump
1850321532477714591	YOUGOTLAINED	'And somehow they’re tied. #Trump #Kamala #electionresult2024 https://t.co/5Rgw09ZxoO'	2024-10-26 23:40:05	somehow theyre tied trump kamala electionresult	#Trump #Kamala #electionresult2024
1850321721892712473	larryslee	'#Trump #Kamala #Obama #EpsteinList #HurricaneMilton #election #TomHanks #JoeRogan https://t.co/pWLN82od7z'	2024-10-26 23:40:50	trump kamala obama epstein list hurricane milton election tom hanks joe rogan	#Trump #Kamala #Obama #EpsteinList #HurricaneMilton #election #TomHanks #JoeRogan
1850321815727403129	tyler5613337048	'If #DonaldTrump wins #Michigan and goes on to win the presidency. Should he impose a legal #Muslim ban, I'm going to Laugh and Cheer! Idiots @ #Trump #HarrisWalz #KamalaHarris #Kamala #TrumpRally https://t.co/5RBievpCgd'	2024-10-26 23:41:12	donald trump wins michigan goes win presidency impose legal muslim ban im going laugh cheer idiots harris walz kamala rally	#DonaldTrump #Michigan #Muslim #Trump #HarrisWalz #KamalaHarris #Kamala #TrumpRally
1850321885088604319	amightystream	'@KellieMeyerNews Beautiful! Our elders deserve this moment centuries overdue!! Go #KAMALA #VoteBlueAsifYourLivesDependonit'	2024-10-26 23:41:29	kelliemeyernews beautiful elders deserve moment centuries overdue go k l vote blue asif lives dependonit	#KAMALA #VoteBlueAsifYourLivesDependonit
1850322417882964061	KtHathSpoken	'When your neighbors have a cute #kamala skeleton #minneapolis https://t.co/1MsODNitdj'	2024-10-26 23:43:36	neighbors cute kamala skeleton minneapolis	#kamala #minneapolis
1850322472358322184	reddogusa2	'@DogRightGirl Not this again. Not this again. Not this again. #Kamala #KamalaHarris #NeverAgain'	2024-10-26 23:43:49	dogrightgirl kamala harris never	#Kamala #KamalaHarris #NeverAgain
1850322540033446353	patriotthepanda	'@joeroganhq @MallymkunMousey #Kamala needs to be on here, not to expand her reach and boost her numbers but for the American people to truly understand what they’re voting for.'	2024-10-26 23:44:05	joeroganhq mallymkunmousey kamala needs expand reach boost numbers american people truly understand theyre voting	#Kamala
1850322631196557583	RGAPCreative	'Photo of young Kamala serving fries at McDonald's. Reason McDonald's has no record of her working for them is, she was faking it, just like she's been faking doing anything her boss Joe Biden told her to do. #kamala #McDonalds #Frenchfries #faker https://t.co/iXinxJC14Q'	2024-10-26 23:44:27	photo young kamala serving fries mcdonalds reason record working faking like shes anything boss joe biden told mc donalds frenchfries faker	#kamala #McDonalds #Frenchfries #faker
1850322834347753473	Ryanredic	'This person can't even handle a bad crowd. To the #Kamala voters out there.....you really think she can handle a world leader like Putin? Please.....'	2024-10-26 23:45:15	person cant even handle bad crowd kamala voters thereyou really think world leader like putin please	#Kamala
1850322863729041442	BuckleUpBoomer	'We’re gonna need a bigger boat. Like any great horror movie, this is the moment when they show you the creature. Me? Struggling generational humorist needs likes and follows. #kamala #election2024 #conservativecartoons https://t.co/fxK4mcldty'	2024-10-26 23:45:22	gonna need bigger boat like great horror movie moment show creature struggling generational humorist needs likes follows kamala election conservativecartoons	#kamala #election2024 #conservativecartoons
1850322961162793370	ewegryn	'@KamalaHarris #Kamala has destroyed this country. Let’s fire 🔥 her for NOT doing her job!'	2024-10-26 23:45:45	kamalaharris kamala destroyed country lets fire job	#Kamala
1850322971346239618	RexMRogers	'##Kamala and apparently her campaign are incapable of telling the truth.'	2024-10-26 23:45:48	kamala apparently campaign incapable telling truth	#Kamala
1850323057988235538	ChandletJeff	'#Kamala #KamalaHarris @KamalaHarris @VP #Hitler #Democrats #TrumpVanceKennedyGabbardMusk2024'	2024-10-26 23:46:09	kamala harris kamalaharris vp hitler democrats trump vance kennedy gabbard musk	#Kamala #KamalaHarris #Hitler #Democrats #TrumpVanceKennedyGabbardMusk2024
1850323200179097866	Versatilegits	'Ladies, Don’t want to hear this, Watch full📺👇 https://t.co/JqCRVPHczl… #quoteoftheday #quotes #quotesaboutlife #kamala #Trump #KaiForBigWinner https://t.co/Wjp3n7uBk5'	2024-10-26 23:46:42	ladies dont want hear watch full quoteoftheday quotes quotesaboutlife kamala trump kai big winner	#quoteoftheday #quotes #quotesaboutlife #kamala #Trump #KaiForBigWinner
1850323264251244769	talktauh	'#kamala is done. Her rallies are going out of hand. She sounds desperate. #trump'	2024-10-26 23:46:58	kamala done rallies going hand sounds desperate trump	#kamala #trump
1850323419876749386	scienceinvestme	'#Kamala 4 yrs job resume *Track Record* *40 yr high #inflation *Record credit card debt *Record household debt *Record national debt *Record #Illegalimmigration *Afghanistan debacle *Ban #Fracking *WORLD-WAR 3? *ENDLESS funds 4 wars #Pennsylvania #Autoworkers #VOTETRUMP https://t.co/FRvNm0jRiW'	2024-10-26 23:47:35	kamala yrs job resume track record yr high inflation credit card debt household national illegalimmigration afghanistan debacle ban fracking worldwar endless funds wars pennsylvania autoworkers v e r u p	#Kamala #inflation #Illegalimmigration #Fracking #Pennsylvania #Autoworkers #VOTETRUMP
1850323522562007357	truckertoll	'#democrats move goal posts #kamala #trump #covid #vaccine #VoterID'	2024-10-26 23:47:59	democrats move goal posts kamala trump covid vaccine voter	#democrats #kamala #trump #covid #vaccine #VoterID
1850323640115687480	IndoorBallCoach	"'.. #Kamala being a ""female"" has NOTHING to do with my distrust of her. HER support of #Antifa riots, HER role in the #BorderCrisis, HER lying about #JoeBiden health, HER flip flopping on issues, HER inability to lead this country are all that matters to me. #HERisfinejustnotHER'"	2024-10-26 23:48:27	kamala female nothing distrust support antifa riots role border crisis lying joe biden health flip flopping issues inability lead country matters h e risfinejustnot r	#Kamala #Antifa #BorderCrisis #JoeBiden #HERisfinejustnotHER
1850323712152617210	d_slay2	'WTF was #Kamala at a #FREAKOFF with #DiddyCombs ?!!?! Anyone? https://t.co/hHmo5QdnNY'	2024-10-26 23:48:44	wtf kamala f r e k diddy combs anyone	#Kamala #FREAKOFF #DiddyCombs
1850324304753574092	PurpleKam	'https://t.co/CgFThnb3JB Post contains graphic language by #DonaldTrump Please please don't vote for this piece of garbage!!!! #VOTE #Kamala'	2024-10-26 23:51:06	post contains graphic language donald trump please dont vote piece garbage v e kamala	#DonaldTrump #VOTE #Kamala
1850324350508880201	KuretSrdan	'Tako izgleda kampanja, ki izgublja 👇🏽! Vsi, ki ne podpirajo #Kamala so #racist-i in #sexist-i 🙄'	2024-10-26 23:51:17	tako izgleda kampanja ki izgublja vsi ne podpirajo kamala racisti sexisti	#Kamala #racist #sexist
1850324394335502592	dolomiteHEX	'It is simple like that. #kamala is done!!!'	2024-10-26 23:51:27	simple like kamala done	#kamala
